compound,auid,Egap,Egap_type,enthalpy_formation_atom,volume_atom,spacegroup_relax,Pearson_symbol_relax,aurl
Ag1Al2Ba1,aflow:a6d78bb83d4818b4,,,0.168576,26.2812,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/TFCC016.BCA
Ag1Al2Ba1,aflow:a70050dc38eb7e21,,,0.168118,26.2359,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/TBCC015.BCA
Ag1Al2Ba1,aflow:abae26cbef117f7d,,,0.0671103,27.2029,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/TBCC012.BCA
Ag1Al2Ba1,aflow:b1ab629974df7a99,,,-0.0103841,24.3174,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/TBCC004.BCA
Ag1Al2Ba1,aflow:c87892112862619b,,,-0.0881455,29.1091,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/TBCC010.BCA
Ag1Al2Ba1,aflow:cd86c2423cff51c1,,,-0.206637,27.1848,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/TFCC009.BCA
Ag1Al2Ba1,aflow:de580772d8c90ec8,,,-0.206717,27.0697,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/TFCC004.BCA
Ag1Al2Ba1,aflow:f3770311e18a7e05,,,0.117907,24.5231,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/TFCC013.BCA
Ag1Al2Ba1,aflow:f6b4700b519e373a,,,0.166658,26.3452,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/TBCC016.BCA
Ag1Al2Ba2,aflow:04f8df95f00d2acd,,,0.0536306,34.9255,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/T0011.BAC
Ag1Al2Ba2,aflow:b6452356c0a6fdca,,,-0.0068214,32.4499,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/T0011.CAB
Ag1Al2Be1,aflow:16cbc02377dd4e1c,,,0.224273,15.2343,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TBCC012.BCA
Ag1Al2Be1,aflow:1adb4493ca9d6e82,,,0.124224,15.1131,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC009.BCA
Ag1Al2Be1,aflow:1acae4b4a3f5b695,,,0.257177,15.4289,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TBCC015.BCA
Ag1Al2Be1,aflow:208708c764a470b1,,,0.308968,15.2609,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/T0001.AB2C
Ag1Al2Be1,aflow:25800ac5f7fd6820,,,0.186048,15.0327,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC013.BCA
Ag1Al2Be1,aflow:26a1d22b41f15096,,,0.136747,15.5607,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TBCC007.BCA
Ag1Al2Be1,aflow:26b30db4d838b3c4,,,0.286728,15.212,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TBCC016.BCA
Ag1Al2Be1,aflow:2ee3bf94bb43a477,,,0.179422,15.172,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC015.BCA
Ag1Al2Be1,aflow:3fa582355fa1a635,,,0.146457,14.9488,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC005.BCA
Ag1Al2Be1,aflow:3f6a7291d2201a3b,,,0.147601,15.0767,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC011.BCA
Ag1Al2Be1,aflow:425643de4a0d0e1d,,,0.160379,15.1,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC006.BCA
Ag1Al2Be1,aflow:45e3c95217ef11da,,,0.235745,15.6361,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TBCC010.BCA
Ag1Al2Be1,aflow:47bce7c110143e7d,,,0.13524,14.9446,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TBCC009.BCA
Ag1Al2Be1,aflow:625be4ab1f46fa0c,,,0.188441,15.0614,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC008.BCA
Ag1Al2Be1,aflow:75a3bec3013bba35,,,0.120051,15.129,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TBCC005.BCA
Ag1Al2Be1,aflow:7dfc581b8de90711,,,0.127957,14.8785,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TBCC006.BCA
Ag1Al2Be1,aflow:87cf012e4db12c8e,,,0.238981,15.4962,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TBCC014.BCA
Ag1Al2Be1,aflow:a9b317f842173ca3,,,0.155465,14.9692,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC010.BCA
Ag1Al2Be1,aflow:aed7d7eebb486952,,,0.13222,14.9776,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TBCC011.BCA
Ag1Al2Be1,aflow:b2ef28de294804e4,,,0.114242,14.9907,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC004.BCA
Ag1Al2Be1,aflow:b6be5e06e897614a,,,0.329483,15.3987,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/T0002.AB2C
Ag1Al2Be1,aflow:d7d944c853cff33e,,,0.133853,14.9741,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC012.BCA
Ag1Al2Be1,aflow:d91e8f085a6a6b18,,,0.19314,15.0436,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC016.BCA
Ag1Al2Be1,aflow:eb866c5993ca60e6,,,0.160684,15.1393,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC014.BCA
Ag1Al2Be1,aflow:f220960551af7ae7,,,0.124465,14.8848,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TFCC007.BCA
Ag1Al2Be1,aflow:f42c0d89b28f8790,,,0.125687,14.8976,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/TBCC004.BCA
Ag1Al2Be2,aflow:105dc2a50ac28567,,,0.235801,13.9809,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/T0011.BAC
Ag1Al2Be2,aflow:6cb7561d346f7181,,,0.358129,14.7697,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/T0011.CAB
Ag1Al2Bi1,aflow:0381a6d5481b7411,,,0.261896,21.6479,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC015.BCA
Ag1Al2Bi1,aflow:05c0f0e21e273fe6,,,0.241144,21.6389,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC016.BCA
Ag1Al2Bi1,aflow:082cf66867a83935,,,0.254876,22.132,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TBCC014.BCA
Ag1Al2Bi1,aflow:09737276e33f8a3a,,,0.160231,21.4335,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC005.BCA
Ag1Al2Bi1,aflow:1193c98b7028d9af,,,0.240379,21.6377,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC013.BCA
Ag1Al2Bi1,aflow:158cbe63b42492d4,,,0.243844,21.6895,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TBCC015.BCA
Ag1Al2Bi1,aflow:21024b78a1a56957,,,0.22119,23.1272,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TBCC010.BCA
Ag1Al2Bi1,aflow:31e001b3c5878919,,,0.144577,21.2916,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC007.BCA
Ag1Al2Bi1,aflow:32f190744db3d981,,,0.131345,21.9441,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC011.BCA
Ag1Al2Bi1,aflow:3284c639fb7f449b,,,0.234855,21.5585,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC008.BCA
Ag1Al2Bi1,aflow:5ed5cb0ed38033d0,,,0.139851,21.2872,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TBCC006.BCA
Ag1Al2Bi1,aflow:6df375250809dadc,,,0.183217,21.3248,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC010.BCA
Ag1Al2Bi1,aflow:7b3cd5f877a4a3c2,,,0.173932,21.0748,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TBCC011.BCA
Ag1Al2Bi1,aflow:8ce2c3d0bb7319c4,,,0.191365,22.0785,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC009.BCA
Ag1Al2Bi1,aflow:8ee1c27add736f0b,,,0.234041,21.6203,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC014.BCA
Ag1Al2Bi1,aflow:8fc76ef3b2e3131a,,,0.284391,22.1104,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/T0001.AB2C
Ag1Al2Bi1,aflow:9fee93b0869b9ee1,,,0.242505,21.7051,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TBCC016.BCA
Ag1Al2Bi1,aflow:aaa900a1b80ae286,,,0.256887,22.0844,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/T0002.AB2C
Ag1Al2Bi1,aflow:b3ca45ec0175108b,,,0.252613,21.6323,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TBCC012.BCA
Ag1Al2Bi1,aflow:bbb6a646e60da930,,,0.139295,22.0548,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC006.BCA
Ag1Al2Bi1,aflow:d3934133dce642cd,,,0.178983,21.9978,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TBCC005.BCA
Ag1Al2Bi1,aflow:db880aaf9d26fb65,,,0.228413,21.8723,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TBCC007.BCA
Ag1Al2Bi1,aflow:e773729675ccd64b,,,0.172042,21.1196,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC012.BCA
Ag1Al2Bi1,aflow:ec5a33878f6be820,,,0.176006,21.7293,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TFCC004.BCA
Ag1Al2Bi1,aflow:f2522f600fbb1c52,,,0.173889,21.2592,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TBCC009.BCA
Ag1Al2Bi1,aflow:fd9c093fa5d054a9,,,0.140217,21.117,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/TBCC004.BCA
Ag1Al2Bi2,aflow:0ad0a37bc7c7f8c5,,,0.246373,24.9594,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/T0011.CAB
Ag1Al2Bi2,aflow:497cb1699ebb2429,,,0.369947,27.4978,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/T0011.BAC
Ag1Al2Br1,aflow:10009b90e273463a,,,0.110555,21.0868,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TBCC014.BCA
Ag1Al2Br1,aflow:14e0515487b9d78c,,,0.0689418,20.3433,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TBCC011.BCA
Ag1Al2Br1,aflow:1c11f5306b3ef0f2,,,0.015392,20.4351,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TBCC006.BCA
Ag1Al2Br1,aflow:1d0a758f8bd58c26,,,0.0658995,20.4921,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC012.BCA
Ag1Al2Br1,aflow:24d9bd04751be7b1,,,0.0411326,20.9165,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TBCC005.BCA
Ag1Al2Br1,aflow:4e13e559ca4d1de1,,,0.104541,20.6791,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC006.BCA
Ag1Al2Br1,aflow:5669068301d652ab,,,0.161945,20.5165,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC011.BCA
Ag1Al2Br1,aflow:571e8cc427118809,,,0.284996,22.2575,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/T0001.AB2C
Ag1Al2Br1,aflow:5d8440e8e99113de,,,0.20281,21.193,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TBCC010.BCA
Ag1Al2Br1,aflow:6f2325e36685e16e,,,0.128321,20.7402,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC016.BCA
Ag1Al2Br1,aflow:86e25a9835d41e87,,,0.0659655,20.3624,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC010.BCA
Ag1Al2Br1,aflow:9314668c8003db62,,,0.129074,20.6397,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TBCC016.BCA
Ag1Al2Br1,aflow:940e6eff161f0418,,,0.223913,21.5736,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC013.BCA
Ag1Al2Br1,aflow:942692bc5cadb770,,,0.130331,20.6455,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC015.BCA
Ag1Al2Br1,aflow:979f7e98d0d0b236,,,-0.003481,21.052,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC009.BCA
Ag1Al2Br1,aflow:a2c8e0be05e9745a,,,0.242413,22.5477,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC008.BCA
Ag1Al2Br1,aflow:b0a1847dab25820a,,,0.0181108,20.4846,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TBCC004.BCA
Ag1Al2Br1,aflow:c4b6192ba5db8105,,,0.0190298,20.4983,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC007.BCA
Ag1Al2Br1,aflow:cfa34d5d134e8586,,,0.017814,20.4116,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC005.BCA
Ag1Al2Br1,aflow:d5c7c138a47870e4,,,0.386867,21.9819,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/T0002.AB2C
Ag1Al2Br1,aflow:d7a6ed5a96a3dc98,,,0.0409805,20.9154,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TFCC014.BCA
Ag1Al2Br1,aflow:ebf756ba9f8bfbe3,,,0.127268,20.9435,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TBCC009.BCA
Ag1Al2Br1,aflow:f21388dc3b4c392b,,,0.104397,20.9337,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TBCC007.BCA
Ag1Al2Br1,aflow:fb4d5a0e5a2d7f63,,,0.204266,20.8223,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TBCC015.BCA
Ag1Al2Br1,aflow:fd4b4f216f514567,,,0.160959,20.5159,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/TBCC012.BCA
Ag1Al2Br2,aflow:a892ac8cb87f67f1,,,0.282167,27.3558,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/T0011.CAB
Ag1Al2Br2,aflow:a862be90f555ce22,,,0.190632,24.9925,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/T0011.BAC
Ag1Al2Ca1,aflow:0461cbd7e035618b,,,-0.0760185,21.5914,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC006.BCA
Ag1Al2Ca1,aflow:094d7c9db5be5c2f,,,-0.111374,20.7774,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TBCC015.BCA
Ag1Al2Ca1,aflow:1e393f2c215152d1,,,0.00765675,21.1261,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC015.BCA
Ag1Al2Ca1,aflow:31d20c8733df1fa4,,,-0.145564,20.5131,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TBCC011.BCA
Ag1Al2Ca1,aflow:378e1f73845f8c70,,,-0.125826,21.8605,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TBCC010.BCA
Ag1Al2Ca1,aflow:3d0d4163265a52bc,,,-0.141701,20.0646,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TBCC007.BCA
Ag1Al2Ca1,aflow:49bcea922bec3baa,,,-0.075231,20.0149,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC013.BCA
Ag1Al2Ca1,aflow:4d88a7455da9c350,,,-0.144852,20.473,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC010.BCA
Ag1Al2Ca1,aflow:57fd86fee6fec884,,,-0.12432,20.8223,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TBCC006.BCA
Ag1Al2Ca1,aflow:5b9c0e19b43fc332,,,-0.0670455,21.2783,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC011.BCA
Ag1Al2Ca1,aflow:5b485065db9fa226,,,0.0902853,22.2262,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC009.BCA
Ag1Al2Ca1,aflow:69560ce623fe5fe7,,,-0.111171,20.7088,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC014.BCA
Ag1Al2Ca1,aflow:73d8bb99d38dd572,,,-0.0616402,21.1792,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TBCC012.BCA
Ag1Al2Ca1,aflow:7459f5558749da93,,,-0.112233,20.7132,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC016.BCA
Ag1Al2Ca1,aflow:7421b861b9848fa0,,,-0.12206,20.9303,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC007.BCA
Ag1Al2Ca1,aflow:7ddc08c5b6d94bbe,,,-0.113031,20.7057,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TBCC016.BCA
Ag1Al2Ca1,aflow:8f059828932f063f,,,-0.076171,19.9923,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/T0001.AB2C
Ag1Al2Ca1,aflow:cafefa11cb8b6c24,,,-0.144752,20.3976,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC012.BCA
Ag1Al2Ca1,aflow:d4d802e55fe54e1b,,,-0.141826,20.1026,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/T0002.AB2C
Ag1Al2Ca1,aflow:d7d697ef90962544,,,-0.0922194,21.0375,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TBCC005.BCA
Ag1Al2Ca1,aflow:e398847939a5db37,,,0.109413,21.7069,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC004.BCA
Ag1Al2Ca1,aflow:ea78558f8869853a,,,-0.122024,20.8985,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TBCC004.BCA
Ag1Al2Ca1,aflow:ede2ed5f822899f6,,,0.00814858,21.2028,12,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TBCC014.BCA
Ag1Al2Ca1,aflow:f8978457fa713cd5,,,-0.143084,20.5051,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TBCC009.BCA
Ag1Al2Ca1,aflow:fff0b0a2a08c4eed,,,-0.142101,20.0375,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/TFCC008.BCA
Ag1Al2Ca2,aflow:2fd1d34cc8e171b7,,,0.357129,30.6267,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/T0011.BAC
Ag1Al2Ca2,aflow:b25e695d51b0b360,,,-0.0655337,26.3789,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/T0011.CAB
Ag1Al2Cd1,aflow:00e83de57c3f0b66,,,0.0484023,18.3921,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC011.BCA
Ag1Al2Cd1,aflow:05ba57e7212d40ac,,,0.0986633,18.8131,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC015.BCA
Ag1Al2Cd1,aflow:0f79ba74bcd418ed,,,0.179793,19.0957,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC008.BCA
Ag1Al2Cd1,aflow:178bb1f692fce68f,,,0.026166,18.3272,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC007.BCA
Ag1Al2Cd1,aflow:1c04dd33b202b809,,,0.0914912,18.8367,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC010.BCA
Ag1Al2Cd1,aflow:2f9e901a98a1be01,,,0.187508,18.8892,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC016.BCA
Ag1Al2Cd1,aflow:308e1c1186ea0339,,,0.0942035,18.5621,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC015.BCA
Ag1Al2Cd1,aflow:31937c23dcbc2a3a,,,0.083118,18.4545,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC008.BCA
Ag1Al2Cd1,aflow:3d2647bd42b05881,,,0.0554675,18.2904,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC014.BCA
Ag1Al2Cd1,aflow:3eca811ad998b2c8,,,0.100033,18.9116,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC009.BCA
Ag1Al2Cd1,aflow:55452184ec480f11,,,0.0873802,18.4675,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC010.BCA
Ag1Al2Cd1,aflow:573fabb98d7353b4,,,0.104926,18.8673,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC007.BCA
Ag1Al2Cd1,aflow:5da2d80e96922bdc,,,0.0443845,18.3616,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC009.BCA
Ag1Al2Cd1,aflow:69da76769c3fed7d,,,0.191167,19.0514,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/T0001.AB2C
Ag1Al2Cd1,aflow:6c4d0ea2b3f29e3b,,,0.037532,18.3304,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC005.BCA
Ag1Al2Cd1,aflow:6f483bca2792902d,,,0.0738978,18.4995,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC012.BCA
Ag1Al2Cd1,aflow:731c21bad440b913,,,0.0725283,18.5183,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC011.BCA
Ag1Al2Cd1,aflow:7ec56242b8221561,,,0.0385743,18.3599,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC005.BCA
Ag1Al2Cd1,aflow:8627c01ba4ad5cf5,,,0.0952748,18.4691,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC004.BCA
Ag1Al2Cd1,aflow:8e73faa9040a8d54,,,0.00687425,18.1739,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC004.BCA
Ag1Al2Cd1,aflow:8f87eb25085a468f,,,0.0933495,18.921,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC014.BCA
Ag1Al2Cd1,aflow:ac3cbb1f94363fef,,,0.026181,18.2687,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC006.BCA
Ag1Al2Cd1,aflow:b4b24965ca479b15,,,0.179825,19.1327,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/T0002.AB2C
Ag1Al2Cd1,aflow:c8a4f89097519f70,,,0.068817,18.3941,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC006.BCA
Ag1Al2Cd1,aflow:c88749f84f2d482a,,,0.090204,18.4636,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC016.BCA
Ag1Al2Cd1,aflow:d6af2b6c756fe4d8,,,0.0896788,18.4968,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TFCC013.BCA
Ag1Al2Cd1,aflow:ef6498d34afc0beb,,,0.077758,18.9565,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/TBCC012.BCA
